142496     36287     280176     541041
142344     36273     279506     541877
142159     36191     278897     542753
142111     35977     278267     543645
142096     35860     277536     544508
142076     35646     276883     545395
142168     35532     276058     546242
142251     35546     275116     547087
142145     35402     274542     547911
142036     35275     273911     548778
141870     35300     273225     549605
141823     35114     272584     550479
141662     35042     271928     551368
141653     34956     271134     552257
141483     34882     270508     553127
141356     34778     269883     553983
141377     34619     269172     554832
141319     34542     268478     555661
141199     34420     267815     556566
141107     34483     267101     557309
141274     34269     266331     558126
141397     34173     265513     558917
141541     33880     264792     559787
141685     33622     264070     560623
141605     33541     263353     561501
141572     33435     262681     562312
141580     33261     262057     563102
141401     33308     261447     563844
141354     33245     260804     564597
141168     33245     260201     565386
141162     33151     259489     566198
141274     32940     258760     567026
141249     32797     258118     567836
141319     32674     257391     568616
141198     32641     256766     569395
141259     32368     256216     570157
141231     32226     255640     570903
141203     32148     254956     571693
141161     32164     254224     572451
141176     32073     253517     573234
141135     32053     252789     574023
141148     31957     252132     574763
141155     31800     251485     575560
141206     31453     250948     576393
141260     31344     250215     577181
141376     31169     249558     577897
141367     31085     248891     578657
141494     30916     248184     579406
141638     30688     247492     580182
141599     30668     246807     580926
141675     30510     246119     581696
141787     30457     245367     582389
141804     30349     244689     583158
141770     30365     243983     583882
141755     30413     243264     584568
141804     30302     242554     585340
141811     30149     241958     586082
141903     29989     241308     586800
141854     29901     240721     587524
141885     29752     240154     588209
141915     29626     239507     588952
141974     29614     238743     589669
142082     29574     238003     590341
142155     29409     237416     591020
142198     29358     236722     591722
142431     29256     235870     592443
142420     29259     235165     593156
142354     29273     234516     593857
142332     29179     233900     594589
142407     29046     233245     595302
142351     28985     232638     596026
142470     28943     231881     596706
142622     28812     231169     597397
142590     28821     230489     598100
142566     28793     229837     598804
142667     28650     229140     599543
142787     28528     228430     600255
142772     28530     227761     600937
142715     28487     227182     601616
142705     28490     226500     602305
142764     28443     225771     603022
142702     28408     225182     603708
142622     28448     224559     604371
142501     28423     223987     605089
142392     28447     223413     605748
142382     28346     222843     606429
142417     28262     222227     607094
142397     28224     221632     607747
142444     28094     221033     608429
142306     28043     220534     609117
142334     27920     219937     609809
142379     27855     219298     610468
142375     27886     218551     611188
142419     27809     217898     611874
142399     27684     217336     612581
142308     27791     216726     613175
142302     27685     216145     613868
142162     27682     215632     614524
142169     27505     215121     615205
142143     27336     214646     615875
142151     27254     214051     616544
142184     27103     213492     617221
142101     27054     212995     617850
142073     26861     212533     618533
141993     26696     212145     619166
141970     26603     211588     619839
141869     26640     211001     620490
141882     26475     210527     621116
141784     26447     210001     621768
141802     26391     209362     622445
141770     26304     208860     623066
141841     26200     208255     623704
141899     26033     207722     624346
141989     25868     207156     624987
142066     25720     206565     625649
142131     25716     205901     626252
142152     25596     205388     626864
142179     25551     204736     627534
142136     25559     204166     628139
142166     25482     203590     628762
142113     25392     203128     629367
142081     25425     202502     629992
142130     25317     201959     630594
142036     25281     201450     631233
142048     25249     200859     631844
142019     25243     200285     632453
142007     25228     199738     633027
141887     25181     199283     633649
141889     25080     198773     634258
141925     24971     198262     634842
141907     24850     197780     635463
141930     24830     197174     636066
141901     24780     196647     636672
141954     24722     196089     637235
142042     24575     195544     637839
142005     24613     194955     638427
142038     24700     194284     638978
142005     24697     193724     639574
142048     24581     193199     640172
141970     24596     192655     640779
141949     24563     192143     641345
141994     24418     191607     641981
141940     24338     191126     642596
142120     24287     190423     643170
142063     24248     189901     643788
142153     24215     189247     644385
142126     24178     188706     644990
142113     24140     188211     645536
142160     24098     187661     646081
142150     23986     187176     646688
142139     23863     186721     647277
142175     23748     186224     647853
142087     23720     185779     648414
142037     23649     185305     649009
142033     23564     184831     649572
142008     23442     184363     650187
141887     23441     183948     650724
141800     23390     183536     651274
141804     23350     182990     651856
141734     23384     182507     652375
141543     23454     182076     652927
141514     23355     181604     653527
141337     23465     181161     654037
141321     23336     180722     654621
141237     23380     180217     655166
141299     23269     179720     655712
141091     23271     179380     656258
140989     23248     178976     656787
140917     23266     178456     657361
140841     23109     178053     657997
140791     23038     177670     658501
140724     22898     177317     659061
140587     22947     176856     659610
140533     22846     176482     660139
140536     22681     176104     660679
140494     22646     175613     661247
140490     22590     175124     661796
140432     22541     174710     662317
140365     22441     174312     662882
140365     22434     173794     663407
140246     22436     173387     663931
140187     22530     172814     664469
140124     22556     172306     665014
140025     22449     171994     665532
139919     22359     171676     666046
140048     22199     171138     666615
139960     22059     170822     667159
139870     21983     170427     667720
139966     21686     170053     668295
140036     21639     169546     668779
140014     21664     169016     669306
139997     21563     168621     669819
139999     21442     168197     670362
139957     21361     167795     670887
140014     21206     167353     671427
140011     21123     166942     671924
139892     21163     166500     672445
139884     21126     166044     672946
139897     21071     165616     673416
139916     21094     165088     673902
139854     21029     164719     674398
139880     20913     164281     674926
139906     20823     163872     675399
139917     20709     163453     675921
139802     20670     163106     676422
139841     20555     162674     676930
139867     20503     162185     677445
139855     20423     161764     677958
139856     20314     161370     678460
139956     20196     160887     678961
139981     20144     160415     679460
140000     20110     159956     679934
140028     20081     159470     680421
139989     20061     159044     680906
140035     19884     158661     681420
140029     19814     158248     681909
140013     19781     157794     682412
139932     19799     157348     682921
139852     19747     157005     683396
139870     19743     156525     683862
139935     19760     155982     684323
139919     19816     155512     684753
139823     19805     155118     685254
139840     19764     154675     685721
139918     19644     154228     686210
139915     19542     153823     686720
139901     19573     153355     687171
139948     19484     152902     687666
140080     19404     152388     688128
139986     19366     152046     688602
139931     19359     151630     689080
139858     19294     151327     689521
139960     19151     150856     690033
140063     18985     150443     690509
140013     19014     150018     690955
140004     18926     149625     691445
140049     18863     149209     691879
139952     18944     148805     692299
139973     18925     148371     692731
139902     18871     148023     693204
139790     18767     147793     693650
139734     18673     147495     694098
139720     18718     146986     694576
139738     18717     146539     695006
139728     18672     146152     695448
139760     18588     145771     695881
139727     18606     145348     696319
139760     18588     144886     696766
139699     18552     144541     697208
139619     18504     144170     697707
139531     18478     143845     698146
139547     18367     143491     698595
139590     18288     143068     699054
139606     18174     142705     699515
139539     18142     142362     699957
139480     18121     141975     700424
139483     18033     141608     700876
139427     18018     141247     701308
139425     17902     140914     701759
139337     17886     140609     702168
139333     17748     140315     702604
139336     17639     139947     703078
139330     17518     139623     703529
139280     17484     139286     703950
139327     17396     138889     704388
139388     17308     138508     704796
139338     17247     138186     705229
139345     17193     137803     705659
139464     17014     137404     706118
139465     16900     137079     706556
139487     16864     136690     706959
139475     16823     136313     707389
139445     16749     136015     707791
139474     16684     135658     708184
139552     16580     135271     708597
139561     16573     134873     708993
139471     16568     134592     709369
139524     16488     134232     709756
139532     16521     133803     710144
139526     16436     133494     710544
139553     16386     133112     710949
139530     16341     132764     711365
139580     16337     132304     711779
139638     16302     131909     712151
139703     16261     131484     712552
139692     16269     131102     712937
139767     16171     130724     713338
139886     16101     130278     713735
139902     16123     129860     714115
139990     16033     129461     714516
140036     16055     129007     714902
140142     15949     128627     715282
140045     15969     128337     715649
139986     15926     128030     716058
139904     15888     127750     716458
139908     15818     127432     716842
139945     15806     127058     717191
139892     15665     126845     717598
140026     15535     126435     718004
140028     15571     126049     718352
139966     15527     125782     718725
139987     15492     125432     719089
140061     15418     125042     719479
140154     15406     124589     719851
140192     15441     124178     720189
140180     15519     123765     720536
140219     15404     123443     720934
140174     15366     123190     721270
140137     15353     122881     721629
140212     15314     122477     721997
140217     15269     122191     722323
140207     15137     121968     722688
140179     15120     121665     723036
140202     15078     121306     723414
140214     14944     121044     723798
140235     14914     120712     724139
140167     14952     120358     724523
140206     14904     120011     724879
140180     14813     119757     725250
140141     14805     119451     725603
140196     14768     119092     725944
140238     14747     118737     726278
140209     14784     118355     726652
140169     14768     118015     727048
140124     14768     117692     727416
140104     14730     117385     727781
140120     14680     117069     728131
140147     14667     116717     728469
140190     14653     116337     728820
140161     14664     116021     729154
140148     14598     115715     729539
140174     14499     115438     729889
140150     14492     115105     730253
140134     14483     114796     730587
140181     14388     114477     730954
140222     14328     114140     731310
140205     14265     113846     731684
140228     14269     113429     732074
140258     14263     113055     732424
140237     14250     112742     732771
140218     14258     112416     733108
140128     14299     112148     733425
140128     14244     111829     733799
140114     14209     111541     734136
140150     14156     111265     734429
140180     14106     110937     734777
140183     14091     110625     735101
140106     14084     110348     735462
140199     13967     110013     735821
140126     13936     109786     736152
140109     13864     109544     736483
140088     13827     109264     736821
140121     13787     108926     737166
140188     13705     108590     737517
140150     13756     108230     737864
140185     13704     107928     738183
140102     13700     107699     738499
140129     13612     107432     738827
140114     13652     107096     739138
140056     13659     106792     739493
140011     13708     106462     739819
139919     13713     106211     740157
139843     13711     105918     740528
139766     13743     105608     740883
139679     13635     105457     741229
139617     13671     105205     741507
139557     13704     104916     741823
139505     13632     104688     742175
139505     13547     104460     742488
139430     13539     104212     742819
139349     13473     104042     743136
139424     13436     103679     743461
139460     13351     103395     743794
139437     13341     103129     744093
139471     13285     102841     744403
139416     13303     102553     744728
139323     13303     102341     745033
139373     13233     102040     745354
139340     13167     101798     745695
139309     13148     101530     746013
139289     13108     101274     746329
139202     13056     101073     746669
139180     13010     100827     746983
139182     12922     100598     747298
139147     12893     100330     747630
139113     12906     100062     747919
139154     12879     99749     748218
139162     12788     99526     748524
139162     12771     99227     748840
139207     12749     98875     749169
139138     12777     98602     749483
139110     12746     98373     749771
139144     12727     98035     750094
139140     12690     97768     750402
139153     12726     97440     750681
139115     12661     97251     750973
139110     12549     97035     751306
139111     12480     96789     751620
139029     12521     96534     751916
138989     12505     96304     752202
138921     12471     96104     752504
138908     12477     95814     752801
138885     12388     95606     753121
138848     12298     95415     753439
138773     12229     95227     753771
138826     12130     94968     754076
138833     12124     94697     754346
138879     12045     94468     754608
138851     12055     94204     754890
138813     12005     94009     755173
138723     12019     93799     755459
138659     11984     93576     755781
138637     11958     93331     756074
138598     11976     93043     756383
138554     11963     92802     756681
138576     11947     92515     756962
138576     11882     92272     757270
138545     11803     92082     757570
138506     11769     91886     757839
138434     11743     91669     758154
138386     11674     91471     758469
138315     11750     91201     758734
138353     11703     90919     759025
138331     11679     90687     759303
138326     11626     90437     759611
138300     11647     90145     759908
138232     11618     89962     760188
138206     11525     89780     760489
138222     11491     89497     760790
138178     11444     89310     761068
138172     11419     89068     761341
138126     11418     88818     761638
138157     11364     88535     761944
138185     11228     88354     762233
138220     11201     88091     762488
138272     11195     87791     762742
138264     11161     87531     763044
138264     11091     87336     763309
138237     11073     87091     763599
138133     11127     86918     763822
138094     11035     86774     764097
138046     11031     86564     764359
138091     11006     86291     764612
138065     10978     86089     764868
138043     10972     85865     765120
138070     10895     85638     765397
138080     10811     85462     765647
138134     10734     85213     765919
138163     10734     84923     766180
138185     10726     84638     766451
138204     10692     84388     766716
138236     10653     84114     766997
138275     10574     83889     767262
138252     10528     83687     767533
138203     10517     83499     767781
138192     10518     83241     768049
138134     10516     83064     768286
138158     10483     82846     768513
137973     10593     82673     768761
137996     10528     82454     769022
138016     10482     82237     769265
138040     10466     81984     769510
138031     10422     81786     769761
138021     10389     81608     769982
138020     10382     81375     770223
137981     10406     81156     770457
138031     10354     80916     770699
138052     10289     80694     770965
138008     10266     80512     771214
138046     10225     80267     771462
138071     10113     80102     771714
138027     10121     79875     771977
138103     9995     79653     772249
138103     9976     79457     772464
138043     9985     79278     772694
138030     9882     79151     772937
137974     9916     78933     773177
137953     9877     78747     773423
138002     9835     78513     773650
138024     9829     78242     773905
138020     9845     78014     774121
138013     9733     77871     774383
137969     9780     77625     774626
137965     9769     77411     774855
138001     9717     77187     775095
137981     9771     76953     775295
138016     9723     76745     775516
138064     9667     76489     775780
138077     9684     76238     776001
138071     9662     76028     776239
138087     9604     75824     776485
138057     9616     75614     776713
138056     9576     75410     776958
138051     9505     75223     777221
138037     9463     75019     777481
138047     9437     74811     777705
138043     9418     74613     777926
138004     9447     74406     778143
138028     9377     74200     778395
138069     9346     73991     778594
138125     9353     73699     778823
138156     9295     73495     779054
138183     9216     73313     779288
138250     9182     73055     779513
138205     9210     72871     779714
138267     9189     72600     779944
138252     9163     72437     780148
138257     9155     72189     780399
138336     9087     71956     780621
138315     9081     71773     780831
138289     9092     71581     781038
138298     9061     71386     781255
138314     9016     71184     781486
138347     8967     70945     781741
138262     8991     70789     781958
138247     8952     70646     782155
138337     8814     70461     782388
138417     8709     70292     782582
138450     8684     70077     782789
138521     8616     69877     782986
138549     8606     69646     783199
138609     8577     69406     783408
138635     8546     69194     783625
138639     8577     68943     783841
138651     8558     68722     784069
138620     8525     68574     784281
138692     8454     68370     784484
138725     8455     68136     784684
138727     8390     67983     784900
138741     8448     67703     785108
138696     8442     67535     785327
138683     8379     67390     785548
138719     8363     67180     785738
138737     8327     67022     785914
138731     8324     66802     786143
138758     8287     66571     786384
138721     8279     66421     786579
138735     8240     66236     786789
138711     8224     66094     786971
138652     8208     65953     787187
138726     8177     65705     787392
138757     8156     65506     787581
138811     8145     65261     787783
138794     8174     65076     787956
138746     8158     64949     788147
138769     8120     64771     788340
138793     8046     64610     788551
138768     7996     64480     788756
138850     7910     64291     788949
138860     7917     64118     789105
138841     7938     63918     789303
138887     7946     63684     789483
138951     7900     63481     789668
138893     7927     63309     789871
138888     7906     63131     790075
138878     7846     63013     790263
138880     7852     62804     790464
138855     7830     62665     790650
138906     7751     62508     790835
138945     7688     62338     791029
138911     7712     62182     791195
138873     7676     62072     791379
138931     7634     61851     791584
138896     7580     61748     791776
138992     7535     61509     791964
139018     7538     61302     792142
139047     7540     61092     792321
139092     7512     60906     792490
139098     7460     60773     792669
139132     7454     60582     792832
139133     7489     60370     793008
139109     7505     60197     793189
139110     7485     60022     793383
139153     7439     59851     793557
139177     7418     59664     793741
139197     7404     59475     793924
139121     7413     59339     794127
139079     7442     59160     794319
139074     7366     59060     794500
139084     7387     58870     794659
139025     7399     58725     794851
139017     7378     58565     795040
138926     7418     58455     795201
138964     7362     58282     795392
138926     7349     58156     795569
138909     7336     57991     795764
138907     7311     57850     795932
138895     7283     57725     796097
138895     7326     57512     796267
138914     7333     57311     796442
138923     7305     57131     796641
138906     7333     56918     796843
138927     7269     56792     797012
138976     7212     56624     797188
138932     7159     56538     797371
138880     7140     56432     797548
138892     7085     56291     797732
138930     7083     56109     797878
138911     7130     55920     798039
138892     7096     55806     798206
138878     7071     55682     798369
138898     7039     55533     798530
138895     7016     55374     798715
138829     7067     55233     798871
138802     7038     55105     799055
138781     7037     54962     799220
138789     6979     54846     799386
138742     7040     54660     799558
138778     6950     54527     799745
138742     6941     54400     799917
138779     6929     54210     800082
138738     6980     54046     800236
138751     6974     53868     800407
138758     6940     53724     800578
138774     6905     53577     800744
138798     6861     53441     800900
138777     6815     53340     801068
138768     6812     53178     801242
138787     6780     53022     801411
138777     6766     52882     801575
138698     6746     52791     801765
138725     6710     52637     801928
138715     6675     52508     802102
138714     6688     52344     802254
138726     6715     52167     802392
138688     6665     52078     802569
138733     6565     51958     802744
138843     6561     51690     802906
138819     6528     51573     803080
138842     6471     51427     803260
138894     6430     51258     803418
138937     6437     51065     803561
138891     6429     50951     803729
138824     6434     50856     803886
138746     6476     50747     804031
138733     6457     50633     804177
138730     6495     50446     804329
138697     6488     50332     804483
138632     6476     50257     804635
138634     6527     50056     804783
138573     6518     49969     804940
138573     6493     49844     805090
138546     6451     49755     805248
138538     6422     49661     805379
138526     6449     49505     805520
138443     6450     49418     805689
138443     6370     49332     805855
138398     6388     49212     806002
138315     6460     49084     806141
138325     6409     48983     806283
138358     6376     48832     806434
138357     6376     48689     806578
138330     6374     48555     806741
138285     6355     48460     806900
138309     6279     48342     807070
138269     6288     48213     807230
138232     6281     48097     807390
138207     6276     47973     807544
138147     6256     47878     807719
138122     6252     47762     807864
138106     6222     47647     808025
138007     6240     47562     808191
137976     6203     47458     808363
137906     6260     47333     808501
137840     6196     47311     808653
137837     6160     47204     808799
137814     6167     47098     808921
137773     6153     47002     809072
137736     6123     46916     809225
137723     6078     46819     809380
137710     6080     46668     809542
137697     6041     46557     809705
137723     6019     46396     809862
137705     6054     46221     810020
137691     6010     46128     810171
137696     6010     45976     810318
137704     5966     45874     810456
137662     5944     45775     810619
137629     5928     45672     810771
137662     5859     45560     810919
137733     5821     45380     811066
137689     5834     45269     811208
137673     5802     45160     811365
137693     5792     45025     811490
137717     5759     44883     811641
137703     5794     44740     811763
137692     5724     44660     811924
137700     5739     44489     812072
137647     5735     44397     812221
137678     5685     44267     812370
137691     5651     44156     812502
137719     5591     44037     812653
137729     5539     43926     812806
137738     5517     43813     812932
137738     5474     43722     813066
137751     5476     43576     813197
137730     5500     43441     813329
137709     5461     43353     813477
137742     5420     43251     813587
137740     5374     43166     813720
137729     5387     43037     813847
137737     5383     42899     813981
137727     5331     42815     814127
137717     5325     42684     814274
137751     5321     42536     814392
137771     5264     42429     814536
137741     5247     42336     814676
137811     5243     42141     814805
137832     5180     42029     814959
137830     5173     41917     815080
137868     5166     41763     815203
137841     5164     41670     815325
137779     5105     41644     815472
137831     5065     41496     815608
137847     5021     41393     815739
137877     4991     41258     815874
137942     4939     41124     815995
137945     4937     41002     816116
137991     4936     40840     816233
138075     4862     40709     816354
138088     4871     40570     816471
138129     4864     40407     816600
138141     4874     40259     816726
138137     4845     40179     816839
138224     4771     40033     816972
138250     4718     39936     817096
138278     4695     39812     817215
138326     4711     39639     817324
138316     4767     39472     817445
138408     4691     39328     817573
138432     4670     39199     817699
138433     4677     39098     817792
138447     4678     38972     817903
138455     4659     38864     818022
138438     4651     38778     818133
138438     4644     38682     818236
138430     4658     38556     818356
138477     4643     38404     818476
138453     4643     38325     818579
138446     4646     38211     818697
138516     4641     38026     818817
138580     4594     37896     818930
138622     4569     37764     819045
138679     4519     37663     819139
138659     4527     37568     819246
138640     4519     37490     819351
138636     4496     37398     819470
138623     4522     37289     819566
138641     4484     37177     819698
138655     4486     37053     819806
138686     4485     36919     819910
138695     4450     36830     820025
138736     4410     36736     820118
138764     4389     36616     820231
138796     4349     36507     820348
138830     4337     36386     820447
138833     4326     36307     820534
138850     4338     36180     820632
138862     4337     36051     820750
138850     4344     35960     820846
138892     4341     35814     820953
138899     4338     35701     821062
138889     4327     35608     821176
138878     4344     35500     821278
138911     4323     35394     821372
138886     4372     35269     821473
138919     4329     35167     821585
138901     4330     35073     821696
138875     4363     34972     821790
138901     4361     34852     821886
138905     4293     34804     821998
138918     4243     34742     822097
138925     4237     34624     822214
138927     4254     34506     822313
138950     4253     34372     822425
138944     4255     34273     822528
138990     4231     34142     822637
139011     4217     34037     822735
139002     4224     33923     822851
138998     4164     33869     822969
138971     4180     33785     823064
139006     4165     33669     823160
138986     4133     33633     823248
138995     4118     33535     823352
139022     4094     33417     823467
138992     4089     33342     823577
139018     4074     33226     823682
139039     4061     33120     823780
139098     4043     32992     823867
139114     4039     32880     823967
139115     4011     32809     824065
139134     3970     32733     824163
139165     3954     32619     824262
139168     3976     32501     824355
139189     3968     32394     824449
139271     3979     32204     824546
139301     3934     32115     824650
139309     3949     31998     824744
139302     3937     31922     824839
139340     3906     31811     824943
139401     3901     31654     825044
139373     3903     31582     825142
139408     3866     31472     825254
139396     3858     31400     825346
139419     3821     31316     825444
139429     3784     31254     825533
139445     3747     31174     825634
139408     3762     31114     825716
139437     3754     31002     825807
139448     3759     30898     825895
139465     3744     30800     825991
139485     3721     30721     826073
139517     3724     30601     826158
139496     3733     30525     826246
139515     3675     30460     826350
139529     3708     30344     826419
139521     3724     30266     826489
139574     3722     30121     826583
139576     3697     30059     826668
139554     3729     29955     826762
139543     3738     29866     826853
139566     3736     29737     826961
139506     3750     29701     827043
139503     3741     29612     827144
139485     3750     29541     827224
139437     3765     29478     827320
139428     3739     29417     827416
139440     3739     29317     827504
139430     3768     29199     827603
139403     3739     29155     827703
139376     3741     29075     827808
139374     3727     29014     827885
139386     3730     28911     827973
139373     3745     28826     828056
139352     3736     28772     828140
139361     3709     28682     828248
139349     3703     28611     828337
139398     3694     28482     828426
139367     3698     28410     828525
139359     3694     28352     828595
139334     3689     28290     828687
139370     3703     28159     828768
139398     3691     28051     828860
139357     3715     27991     828937
139347     3683     27946     829024
139327     3672     27884     829117
139311     3670     27817     829202
139258     3703     27742     829297
139245     3706     27659     829390
139220     3728     27561     829491
139220     3706     27480     829594
139208     3731     27375     829686
139193     3752     27287     829768
139165     3743     27218     829874
139172     3707     27159     829962
139114     3725     27119     830042
139053     3730     27075     830142
139008     3723     27034     830235
138974     3691     27021     830314
138944     3650     26988     830418
138954     3618     26910     830518
138911     3613     26862     830614
138855     3616     26823     830706
138859     3640     26712     830789
138798     3667     26654     830881
138784     3623     26606     830987
138731     3612     26574     831083
138706     3594     26541     831159
138697     3584     26463     831256
138680     3577     26401     831342
138659     3562     26339     831440
138675     3519     26270     831536
